"代號","名稱","成交","漲跌價","漲跌幅","統計年數","平均營收(億)","營收成長(%)","平均毛利(億)","毛利成長(%)","平均毛利(%)","平均營益(億)","營益成長(%)","平均營益(%)","平均淨利(億)","淨利成長(%)","平均淨利(%)","平均ROA(%)","平均ROA增減","平均ROE(%)","平均ROE增減","平均EPS(元)","平均EPS增減","平均財報評分"
="6152","百一","12.7","-0.2","-1.55","25","66.2","-5.7","9.18","-5.68","13.9","0.06","-79.4","0.09","0.16","-42.4","0.24","0.47","-0.32","0.25","-0.7","0.19","-0.11","35"
="6153","嘉聯益","15.95","-0.25","-1.54","27","127","-4.01","13.9","-17","10.9","-1.16","-188","-0.92","-2.52","-831","-1.98","-0.58","-1.73","-0.69","-3.04","-0.05","-0.57","42"
="6155","鈞寶","25.35","-0.05","-0.2","26","6.76","-1.09","2","-3.87","29.6","0.86","-9.96","12.8","1.08","-2.86","15.9","5.38","-0.36","7.89","-0.52","1.36","-0.07","59"
="6164","華興","13.15","-0.25","-1.87","25","12.5","-2.68","3.57","-3.52","28.6","0.57","-16.4","4.56","0.56","-11.4","4.52","2.81","-0.43","4.06","-0.62","0.51","-0.07","49"
="6165","浪凡","44","-1.3","-2.87","25","11.1","+6.91","2.3","+9.29","20.7","-0.28","-20.9","-2.54","-0.18","-47.2","-1.63","-2.68","-0.65","-2.63","-0.9","-0.08","-0.07","43"
="6166","凌華","84.9","+0.4","+0.47","25","88.1","+5.63","34.3","+4.53","38.9","4.75","-2.96","5.39","3.9","-1.37","4.4","5.82","-0.62","10.8","-0.95","2.12","-0.11","49"
="6168","宏齊","22.25","-0.05","-0.22","26","30.8","-3.74","5.31","+0.27","17.2","1.15","-7.76","3.74","1.39","-3.21","4.57","3.41","-0.14","4.55","-0.23","0.77","-0.06","49"
="6176","瑞儀","198.5","+1","+0.51","25","525","+1.03","84.3","+4.63","16.1","55.7","+3.97","10.6","45.1","+7.74","8.59","8.82","+0.21","18.2","+0.08","9.93","+0.6","52"
="6177","達麗","44.95","-0.1","-0.22","25","65.7","+31.4","17.8","+26.9","27.2","11.2","+29","17","9.47","+26.8","14.4","4.03","+0.14","17.3","+0.75","3.12","+0.3","44"
="6183","關貿","93.6","-0.5","-0.53","28","17.5","+6.66","7.18","+7.17","41.1","3.67","+8.84","21","2.73","+7.63","15.6","9.99","+0.41","13.8","+0.79","1.76","+0.13","67"
="6184","大豐電","53.2","+0.8","+1.53","24","19","+4.31","8.89","+5.89","46.7","5.13","+7.95","27","3.66","+6.93","19","5.31","+0.29","9.6","+0.48","2.96","+0.05","68"
="6189","豐藝","79.4","+0.3","+0.38","25","235","+3.14","18.4","+5.2","7.83","8.47","+6.91","3.6","5.67","+6.16","2.59","6.37","-0.08","15.6","-0.04","3.15","+0.06","36"
="6191","精成科","74.3","-0.8","-1.07","29","264","-2.46","34.6","+7.21","13.1","15.1","+14.6","5.73","12","+13.7","4.46","3.95","+0.28","7.95","+0.39","2.66","+0.25","42"
="6192","巨路","110","+1","+0.92","25","58.5","+1.65","16.4","+3.94","28","8.16","+4.01","13.9","6.38","+3.56","10.9","9.79","-0.23","16.5","-0.51","6.04","+0.22","55"
="6196","帆宣","156","+3","+1.96","26","290","+14.6","30.1","+9.88","10.4","11.6","+11.5","4.01","9.51","+11.3","3.2","4.22","-0.09","13.8","+0.13","5.18","+0.35","42"
="6197","佳必琪","146","-0.5","-0.34","25","45.6","+4.28","10","+11.4","22","3.43","+25.2","7.53","3.35","+21.1","7.5","7.09","+0.72","10.5","+1.17","2.6","+0.41","52"
="6201","亞弘電","64.5","+1.8","+2.87","26","36.5","-0.9","7.34","+1.41","20.1","3.07","+4.33","8.41","2.76","+4.2","7.56","8.16","+0.17","11.3","+0.11","3.14","+0.07","55"
="6202","盛群","51.3","-1.2","-2.29","26","42.6","-2.8","20.1","-2.94","47.2","7.89","-8.7","18.5","7.89","-8.04","18.7","14.8","-1.44","19.5","-1.97","3.55","-0.33","69"
="6205","詮欣","74.2","-0.8","-1.07","25","18.6","-1.83","5.2","+0.27","28","1.81","-1.34","9.74","1.76","-0.34","9.56","7.43","-0.38","10.9","-0.69","2.45","-0.06","56"
="6206","飛捷","152.5","-10.5","-6.44","24","47.8","-1.02","16","+0.25","33.4","8.41","-2.33","17.6","7.34","-2","15.3","14.5","-0.92","18.7","-1.33","5.71","-0.25","69"
="6209","今國光","31.75","-0.3","-0.94","25","39.3","-2.28","3.52","-5.64","8.97","-0.41","-108","-1.04","0.13","-50.5","0.18","0.02","-0.36","0.2","-0.6","0.24","-0.17","37"
="6213","聯茂","74.7","-2.7","-3.49","25","225","+3.15","33.9","+0.56","15.1","18.7","-3.8","8.34","14.3","-3.86","6.38","7.1","-0.62","15.8","-1.61","4.49","-0.24","45"
="6214","精誠","137","-1.5","-1.08","25","204","+10.4","50.8","+8.39","25","7.09","+13.1","3.48","10.1","+7.15","5.02","5.15","-0.1","8.01","+0.15","4.21","+0.16","50"
="6215","和椿","126.5","-6.5","-4.89","24","15.8","-3.64","4.17","-2.1","26.3","0.87","-7.95","5.51","0.91","-0.82","5.72","4.72","-0.08","7.62","-0.38","1.18","-0.05","46"
="6216","居易","37.3","+0.1","+0.27","25","9.2","-1.7","4.38","-1.54","47.7","1.73","-6.01","18.8","1.62","-2.71","17.6","10.2","-0.57","11.7","-0.69","2.11","-0.14","72"
="6224","聚鼎","57.8","-0.8","-1.37","25","19.1","+7.37","7.42","+0.85","38.9","3.08","-11.1","16.1","3.11","-4.35","14.6","11.7","-1.48","15.2","-1.92","3.95","-0.21","69"
="6225","天瀚","14.9","0","0","24","13.3","-12.5","2.22","-15.9","16.6","-0.97","-12.5","-7.28","-1.04","-6.95","-7.91","-32.1","+0.88","-100","+7.11","-0.82","-0.08","30"
="6226","光鼎","8.84","0","0","25","10.3","-2.73","2.81","-3.77","27.3","0.02","-86.2","0.15","-0.02","-125","-0.11","0.14","-0.51","0.01","-1.04","0.01","-0.11","36"
="6230","尼得科超眾","186","-2","-1.06","25","77.5","+5.94","15.6","+5.57","20.1","7.12","+1.79","9.18","5.21","+3.42","6.71","8.27","-0.3","15.5","-0.55","6.12","+0.15","49"
="6235","華孚","63.3","-2.3","-3.51","24","30.2","+7.54","5.7","+22.4","18.9","0.48","+296","1.59","0.73","+4371","2.42","2.3","+0.8","2.56","+1.83","10","-14.6","42"
="6239","力成","128","-2","-1.54","25","640","+3.88","128","+2.87","20.1","90.4","+1.93","14.1","56.7","+2.95","10.7","7.58","-0.06","13.8","-0.4","7.7","+0.14","59"
="6243","迅杰","45.7","-0.6","-1.3","23","6.62","+0.18","1.87","+0.87","28.2","-0.45","+14","-6.72","-0.13","-20","-2.06","-4.54","+0.8","-6.03","+0.89","0.04","-0.04","42"
="6257","矽格","76.3","-1","-1.29","24","111","+10.9","30.8","+9.63","27.8","20.4","+9.17","18.4","15.8","+11.8","15.8","7.68","+0.07","13.4","+0.24","3.8","+0.28","61"
="6269","台郡","69.5","-0.9","-1.28","24","256","+4.02","46.4","-4.63","18.1","23.6","-15.3","9.2","21","-10.8","8.2","7.79","-1.26","13.5","-2.2","7.19","-0.95","53"
="6271","同欣電","126","-2.5","-1.95","24","91.1","+5.31","25.8","+4.25","28.3","16.5","+1.3","18.1","13.9","+3.18","15.3","8.34","-0.46","10.8","-0.58","8.02","+0.02","65"
="6277","宏正","76.9","+0.4","+0.52","23","47.5","+1.8","27.6","+2.35","58","7.64","+0.92","16.1","7.73","-1.32","16.4","13.6","-0.66","20.7","-0.93","6.61","-0.15","67"
="6278","台表科","111","-0.5","-0.45","23","412","+2.98","44.6","+4.13","10.8","24.5","+1.79","5.94","18","+6.71","4.63","5.48","-0.15","14.8","-0.42","6.53","+0.27","43"
="6281","全國電","80.7","+0.1","+0.12","24","189","+1.85","36.8","+2.09","19.5","6.14","-0.73","3.26","4.8","+0.85","2.54","7.05","-0.48","19.4","-0.71","4.69","+0.05","45"
="6282","康舒","31.9","-0.35","-1.09","23","215","+4.54","35.9","+10.7","16.7","5.56","-0.98","2.58","7.37","-11.2","3.59","4.28","-0.55","8.83","-1.16","1.45","-0.19","43"
="6283","淳安","29.4","-0.2","-0.68","24","14.6","-1.09","1.82","-6.9","12.5","-1.22","-12.9","-8.39","-0.7","-22.5","-5.96","-3.3","-0.59","-6.26","-0.74","-0.44","-0.12","44"
="6285","啟碁","147","+1","+0.68","24","660","+10.5","82.2","+9.58","12.5","23.9","+8.03","3.63","21.2","+9.04","3.21","5.86","-0.27","13.5","-0.61","5.69","+0.15","39"
="6288","聯嘉","26.4","-0.4","-1.49","20","31.3","+7.45","5.7","+2.72","18.2","0.63","-18.9","2.02","0.67","-10.1","2.12","1.74","-0.33","3.28","-0.53","0.42","-0.06","40"
="6405","悅城","29.9","-0.1","-0.33","13","7.03","-15.4","1.47","-23","20.9","0.29","-59.8","4.16","0.48","-41.1","6.9","1.96","-1.45","3.15","-2.41","0.83","-0.66","54"
="6409","旭隼","1645","-35","-2.08","14","140","+10.4","41","+12.8","29.3","28.4","+13.1","20.3","23.8","+14.5","17","22.4","+0.38","43.6","+0.45","28.37","+3.16","64"
="6412","群電","127","-2","-1.55","14","335","+2.95","58.5","+8","17.5","25.3","+14.1","7.55","20.9","+13.9","6.23","8.6","+0.59","22.2","+0.62","5.43","+0.59","39"
="6414","樺漢","315.5","-7","-2.17","13","784","+18.4","159","+16.5","20.3","30.7","+24.3","3.91","16.6","+9.72","5.37","6.79","-0.92","16.3","-1.64","17","+0.49","49"
="6415","矽力*-KY","452.5","+4","+0.89","14","133","+8.32","65.4","+5.59","49.1","26.9","-12.5","20.2","27.9","-6.38","20.9","17.1","-2.26","19.9","-1.53","23.34","-2.52","80"
="6416","瑞祺電通","130.5","+9","+7.41","12","43.6","+0.92","9.3","+3.91","21.3","4.12","+0.27","9.46","3.3","+1.04","7.94","9.78","-1.08","15.2","-1.66","4.84","-0.05","49"
="6423","億而得-創","99.9","-0.6","-0.6","12","1.42","+10.5","1.41","+10.6","99","0.28","+16.6","19.8","0.23","+21.6","16.3","4.95","+2.62","5.47","+3.46","0.85","+0.16","69"
="6426","統新","86.5","+2","+2.37","12","5.39","-4.98","2.17","-12.8","40.4","0.47","-45.1","8.68","0.45","-39.5","8.05","4","-2.64","5.15","-3.4","1.32","-0.82","64"
="6431","光麗-KY","19","-0.4","-2.06","12","3.12","-5.25","0.21","+24.3","6.74","-0.8","-21.4","-25.7","-0.7","-17.7","-21.6","-8.56","-0.74","-11.5","-1.82","-1.35","-0.21","38"
="6438","迅得","194","-1.5","-0.77","12","42.6","+12.4","12.4","+11.2","29.2","5.45","+14.1","12.8","4.42","+15.8","10.4","8.52","-0.1","18.2","-0.43","6.84","+0.62","52"
="6442","光聖","489","-22","-4.31","13","29.8","-2.86","6.6","+7.98","22.2","1.81","+5.39","6.07","1.43","+3.43","4.81","4.45","+0.08","7.38","+0.16","2.21","+0.04","46"
="6443","元晶","20.25","-1","-4.71","11","66","+5.37","4.74","+47.2","7.19","-0.73","+51.5","-1.11","-0.89","+52.5","-1.28","-1.14","+0.81","-3.5","+1.33","-0.24","+0.2","37"
="6446","藥華藥","636","-5","-0.78","13","31.5","+98.4","26.4","+113","83.8","-10.3","+35.6","-32.8","-5.25","+59","-16.7","-20.7","+7.64","-26.6","+9.44","-2.63","+2.54","55"
="6449","鈺邦","141","-5","-3.42","13","22.6","+8.07","6.07","+8.45","26.8","3.04","+7.03","13.4","2.47","+9.39","10.9","6.69","+0.01","12.4","-0.17","2.99","+0.19","53"
="6451","訊芯-KY","203","-11","-5.14","13","47.8","+1.13","11.2","-0.97","23.5","4.5","-13","9.42","5.33","-7.48","11.1","5.69","-1.07","9.54","-1.16","5.42","-0.68","57"
="6456","GIS-KY","55.5","+0.1","+0.18","13","1,050","-3.53","89.5","-5.02","8.52","19.4","-18.6","1.85","23.7","-13.2","2.23","3.33","-0.61","12","-2.77","7.84","-2.18","40"
="6464","台數科","79.7","+0.3","+0.38","11","37.4","+3.51","19","+3.59","50.9","12","+3.21","32.1","8.37","-2.22","22.6","5.71","-0.54","11.8","-0.72","6.7","-0.24","66"
="6472","保瑞","900","-3","-0.33","11","75.9","+60","31.2","+115","41.1","21.9","+149","28.9","14.2","+93.9","19","11.1","+0.7","29.5","+2.97","17.28","+5.5","64"
="6477","安集","36.9","-0.8","-2.12","11","18.7","-1.5","3.7","+7.32","19.8","2.64","+8.51","14.2","1.7","0","8.93","3.13","-0.41","7.47","-0.96","1.62","-0.09","42"
="6491","晶碩","382","-7.5","-1.93","11","45","+18","23.3","+20","51.8","11.5","+25.8","25.5","9.55","+26.2","21.3","13.5","+0.49","20.9","+0.16","13.77","+2.59","69"
="6504","南六","64.2","-2.2","-3.31","23","59.7","+2.86","10.8","-1.08","18.1","5.86","-4.67","9.82","3.98","-3.61","6.67","6.32","-0.55","15.6","-1.31","5.63","-0.24","45"
="6505","台塑化","38.7","-0.6","-1.53","24","6,969","-0.34","431","-8.12","6.19","326","-10.6","4.67","340","-6.32","4.87","7.69","-0.71","11.3","-1.24","3.6","-0.25","48"
="6515","穎崴","1375","-50","-3.51","7","34.7","+8.46","14.4","+4.41","41.6","7.41","-1.37","21.3","6.06","-0.73","17.5","17.7","-2.76","25.4","-3.81","18.4","-0.45","68"
="6525","捷敏-KY","72","-0.3","-0.41","10","41.2","+4.42","11.3","-1.58","27.5","8.2","-2.97","19.9","7.24","-2.79","17.6","13.8","-1.48","19.7","-1.88","5.83","-0.3","67"
="6526","達發","659","-19","-2.8","11","140","-5.32","63","-4.61","45.2","19.6","-25.9","14","15.9","-18","12.3","16","-7.93","33.3","-19.1","12.9","-3.9","64"
="6531","愛普*","313","-2.5","-0.79","10","44.8","+0.73","15.7","+5.2","35.1","9.25","-0.03","20.6","10.5","+14.1","23.3","16","-1.53","19.6","-2.38","7.68","+0.29","69"
="6533","晶心科","405","-1","-0.25","10","6.96","+21","6.95","+21","99.9","-0.32","-219","-4.54","0.79","-29.5","11.4","2.36","-0.78","2.55","-0.86","1.67","-0.67","64"
="6534","正瀚-創","85","+0.7","+0.83","11","12.2","+13.2","10.1","+13.6","82.6","4.26","+9.77","34.8","3.57","+12.1","29.2","12.1","-0.23","19.8","-1.27","4.19","-0.16","78"
="6541","泰福-KY","78","+0.8","+1.04","11","0.13","+251","0.02","+304","17.5","-17.9","-2.57","-14029","-17.7","-3.81","-13912","-46.9","+0.41","-75.6","-13.2","-7.39","-0.54","44"
="6550","北極星藥業-KY","45.7","+0.05","+0.11","11","0.08","+3.12","0","-97","0.54","-11","-23.7","-12958","-10.4","-16.8","-12367","-20.8","+3.88","-34.9","+14","-1.98","+0.14","45"
="6552","易華電","37.4","-0.45","-1.19","11","21.8","-0.03","3.6","-8.38","16.5","1.82","-15.8","8.37","1.81","-9.17","8.33","6.07","-1","9.7","-1.97","2","-0.27","51"
="6558","興能高","61.6","-1.2","-1.91","12","14.3","-3.09","2.71","-4.97","18.9","0.38","-35.7","2.69","0.4","-21.6","2.81","2.77","-0.86","3.95","-1.23","0.54","-0.15","45"
="6573","虹揚-KY","13.7","-0.25","-1.79","8","15.9","-8.7","1.27","-27","7.97","-1.47","-34.5","-9.25","-1.49","-45.7","-10.8","-6.53","-2.29","-16.2","-5.98","-1.84","-0.64","28"
="6579","研揚","143.5","0","0","11","68.4","+2.84","22.8","+4.85","33.4","7.28","-3.67","10.6","7.5","+8.97","12.7","8.39","-0.36","10.2","-0.6","6.69","+0.31","61"
="6581","鋼聯","114","-0.5","-0.44","10","19.6","+2.13","9.97","-1.13","50.9","7.64","-1.98","39","6.05","-2.19","30.9","15","-1.26","18.8","-1.99","5.48","-0.11","84"
="6582","申豐","57","-0.6","-1.04","11","32.5","-8.63","12.4","-13","38.3","9.35","-15.5","28.8","7.95","-12.8","24.5","14.6","-2.8","17.5","-3.51","7.58","-1.15","62"
="6585","鼎基","176.5","+0.5","+0.28","10","24.2","+4.06","6.04","+16.4","24.9","2.55","+36.8","10.5","2","+35.7","8.26","4.32","+0.87","7.46","+1.4","3.05","+0.71","49"
="6591","動力-KY","57.4","-1.1","-1.88","10","14.8","+0.68","4.39","+0.43","29.6","2.12","-7.4","14.3","1.54","-2.26","10.3","7.16","-1.02","12.6","-2.76","5.27","-0.63","54"
="6592","和潤企業","82","+0.2","+0.24","8","198","+21","122","+18.2","61.9","40.2","+16.7","20.3","30","+12.7","16.8","1.72","-0.07","13.3","-0.85","5.95","+0.3","48"
="6598","ABC-KY","23.8","+0.25","+1.06","11","2.55","+26.2","1.59","+32.2","62.2","-1.91","+1.31","-74.9","-1.79","+2.84","-70.9","-27","+5.57","-33.4","+5.7","-2.74","+0.37","47"
="6605","帝寶","210.5","-5.5","-2.55","23","143","+4.45","40.8","+5.44","28.5","17.4","+7.17","12.1","12.1","+9.93","8.38","5.6","-0.15","11.5","-0.23","7.4","+0.61","46"
="6606","建德工業","27.75","-0.1","-0.36","23","10.8","-6.69","3.49","-3.5","32.4","1.48","-3.12","13.7","1.35","-0.54","12.5","5.46","-0.01","9.95","-0.39","1.44","-0.03","53"
="6625","必應","78","-0.8","-1.02","10","13.7","+30.8","2.19","+56.8","15.9","0.37","+302","2.68","0.36","+247","2.46","2.25","+4.01","5.15","+7.43","0.88","+1.3","42"
="6641","基士德-KY","29.85","-0.7","-2.29","10","18.2","+1.43","6.44","-3.46","35.4","1.15","-23.1","6.33","1.42","-11.3","7.47","6.94","-1.2","11.1","-1.98","4.15","-0.57","58"
="6645","金萬林-創","23.6","-0.05","-0.21","8","4.64","-3.28","1.44","-16.1","31","-0.16","-144","-3.49","-0.16","-163","-3.47","-1.57","-4.76","-3.53","-6.94","-0.31","-0.94","42"
="6655","科定","135","0","0","10","22.7","+3.02","11.6","+0.64","50.9","3.85","-0.47","17","2.96","-0.12","13","5.74","-0.44","15.2","-0.51","4.34","-0.08","52"
="6657","華安","69.8","-2.9","-3.99","9","0.07","+4.39","0.05","+6.83","70.4","-2.07","-12.4","-2913","-1.99","-9.95","-2799","-27.3","-0.91","-28.7","-0.73","-3","-0.07","51"
="6658","聯策","73.3","-1.8","-2.4","9","13.5","+7.26","3.26","+4.89","24.2","0.58","-12.3","4.32","0.51","-8.48","4.46","3.24","-0.44","6.32","-0.7","1.77","-0.23","47"
="6666","羅麗芬-KY","52.4","-0.4","-0.76","9","10.1","+1.51","6.29","+1.4","62.6","1.74","-17.4","17.3","1.68","-12.8","16.7","9.29","-2.99","13.9","-14.2","3.83","-0.7","70"
="6668","中揚光","52.1","-1.4","-2.62","9","12","-3.07","2.7","-21.4","22.6","-0.75","-1181","-6.22","-1.25","-88.3","-10.7","-1.68","-3","-4.74","-5.79","-1.36","-1.09","45"
="6669","緯穎","1965","-60","-2.96","11","2,332","+21.1","204","+32.5","8.76","149","+35.6","6.38","117","+38.3","5.01","14.9","+0.78","39.5","-1.48","66.94","+17.3","45"
="6670","復盛應用","344","-3","-0.86","10","212","+5.51","50.9","+5.28","24","30.5","+2.81","14.4","24.1","+2.89","12","17","-0.95","37.2","-4.25","18.32","+0.64","58"
="6671","三能-KY","43.95","+0.1","+0.23","9","19.4","-0.95","7.35","-0.92","37.9","2.39","-6.78","12.3","1.91","-5.93","9.98","8.66","-0.66","12.1","-1.57","3.26","-0.34","61"
="6672","騰輝電子-KY","82.4","-1.7","-2.02","10","55","-1.8","15.7","+2.48","28.5","5.92","-0.04","10.8","4.67","+3.54","8.5","9.62","+0.28","22.8","-2.23","6.96","+0.04","49"
="6674","鋐寶科技","24","+0.4","+1.69","10","30.8","-14.9","4.22","-17.3","13.7","-0.21","-134","-0.67","-0.21","-135","-0.69","-1.75","-3.56","-1.7","-6.54","-0.11","-1.4","37"
="6689","伊雲谷","107","-4.5","-4.04","8","85.2","+12","9.91","+20.6","11.6","1.51","-2.18","1.77","1.52","+11.4","1.75","3.94","-0.62","8.75","-1.83","2.79","-0.14","42"
="6691","洋基工程","442.5","-3.5","-0.78","9","114","+24.9","19.5","+25.2","17.2","15.5","+27.1","13.7","12.4","+28.9","10.9","13.9","+0.67","30.9","+1.27","18.56","+1.03","58"
="6695","芯鼎","61","-0.1","-0.16","8","10.2","+3.74","4.33","+3.42","42.3","-0.35","-104","-3.38","-0.06","-199","-0.6","-2","+0.27","-2.72","+0.7","-0.12","-0.08","52"
="6698","旭暉應材","35.65","-0.6","-1.66","8","9.12","+13.5","2.58","-0.9","28.3","0.41","-48.6","4.45","0.14","-69.9","5.7","3.77","-1.6","4.69","-2.03","0.27","-0.51","56"
="6706","惠特","104.5","+2","+1.95","8","35.1","-13.8","11.6","-20.2","32.9","3.94","-39.4","11.2","4.04","-34.1","11.5","6.88","-4.33","14.9","-9.15","6.06","-3.46","53"
="6715","嘉基","147","-1.5","-1.01","9","24","+6.47","7.3","+13.9","30.4","3.85","+17.2","16.1","2.99","+20.5","12.5","9.58","+1.15","15","+1.55","5.06","+0.78","55"
="6719","力智","221.5","0","0","8","41.8","-1.11","14.7","-4.15","35.2","4.92","-15.4","11.8","4.7","-9.81","11.2","9.64","-2.56","15.3","-4.58","6.16","-0.91","59"
="6742","澤米","75","-2.2","-2.85","6","6.13","-3.84","1.67","-13.7","27.2","0.7","-30.3","11.4","0.81","-19.8","13.2","5.29","-1.52","7.48","-2.16","1.34","-0.37","54"
="6743","安普新","44.2","-0.55","-1.23","8","44.4","-0.86","7.68","-3.54","17.3","2.02","-17.2","4.55","1.06","-37.2","2.41","2.7","-1.84","5.78","-3.87","1.06","-0.67","35"
="6753","龍德造船","115.5","0","0","6","34.4","+39.7","6.09","+50.8","17.7","4.95","+58.4","14.4","3.37","+67.5","9.79","5.53","+0.78","17.1","+3.2","3.53","+1.04","50"
="6754","匯僑設計","65.7","+0.2","+0.31","8","42.9","+4.9","9.48","+4.72","22.1","3.68","+4.35","8.58","2.51","+11","6.03","6.02","+0.06","13.5","-0.16","4.09","+0.08","54"
="6756","威鋒電子","130","-1.5","-1.14","8","22.7","+2.45","11.4","+0.05","50.5","4.58","-9.66","20.2","4.25","-7.17","18.8","15","-2.2","19.4","-3.1","6.43","-0.55","71"
="6757","台灣虎航","84.9","-0.3","-0.35","7","56.3","+94.9","0.32","+102","0.57","-5.86","+66.1","-10.4","-6.27","+59.6","-11.1","-4.81","+5.54","-20","+33.3","-2.06","+2.34","39"
="6768","志強-KY","157.5","-1.5","-0.94","5","151","-3.04","30","-9.35","19.9","11.3","-21.2","7.51","9.24","-13.4","6.1","5.06","-0.93","7.26","-1.45","4.81","-0.84","53"
="6770","力積電","18.35","-0.15","-0.81","7","530","-4.68","132","-26.3","25","52.4","-49.4","9.89","43.3","-47.3","8.06","3.83","-3.31","7.67","-6.71","1.29","-1.16","51"
="6771","平和環保-創","57.9","+0.9","+1.58","7","5.84","+3.26","2.89","+2.69","49.4","1.78","+0.49","30.4","1.37","+2.37","23.7","10.8","-0.27","21.2","-1.52","4.85","-0.06","69"
="6776","展碁國際","60.1","-0.1","-0.17","6","206","+9.15","12.9","+17.1","6.25","3.74","+27.2","1.81","3.31","+21.2","1.65","5.54","+0.53","17","+1.31","4.13","+0.67","33"
="6781","AES-KY","945","-15","-1.56","6","106","+6.1","38.2","+10.1","36","25.3","+5.86","23.8","21","+9.23","19.8","16","-1.73","24.9","-3.44","25.6","+1.4","62"
="6782","視陽","182.5","-4","-2.14","5","22.6","+8.77","9.09","+2.43","40.2","4.27","-3.2","18.9","3.96","-6.45","17.4","11","-3.1","24.1","-8.59","6.95","-0.76","64"
="6789","采鈺","289.5","-5.5","-1.86","7","80.9","+14.2","25.7","+10.7","31.7","16.5","+10.5","20.4","14.1","+11.5","17.5","9.13","-0.94","13.7","-1.37","4.65","+0.39","68"
="6790","永豐實","42.5","+0.35","+0.83","7","103","-0.69","25.2","+2.96","24.5","10.3","+9.9","10.1","8.62","+11.2","8.47","10.8","+0.84","19.7","+0.1","3.38","+0.28","54"
="6792","詠業","67.9","+0.3","+0.44","6","14.2","+2.97","5.53","+0.02","39","2.4","-1.69","16.9","2.24","-0.07","15.8","11.7","-1.17","16","-1.98","4.95","-0.11","66"
="6794","向榮生技-創","71.8","-0.7","-0.97","8","0.2","+38.3","0.13","+34.1","67.2","-0.96","-4.96","-487","-0.88","-5.61","-455","-20.4","+3.79","-23.5","+4.27","-2.14","+0.31","48"
="6796","晉弘","83.7","+0.1","+0.12","5","4.93","+9.43","2.67","+13.1","54.2","0.75","+23.6","15.2","0.66","+17.2","13.4","8.04","-0.2","11.8","-0.21","2.14","+0.16","64"
="6799","來頡","118.5","-2","-1.66","7","9.24","+5.05","4.33","+5.78","46.9","2.26","-5.35","24.4","1.88","-4.47","20.4","17.7","-2.63","22.8","-3.84","4.81","-0.29","72"
="6805","富世達","701","-26","-3.58","7","44.9","+26.5","10.6","+25.1","23.6","6.88","+30.7","15.3","4.86","+30.9","10.8","9.93","-0.24","23.8","-1.77","8.45","+1.4","53"
="6806","森崴能源","114","+0.5","+0.44","7","61.7","+104","7.49","+53.9","12.1","4.67","+67.2","7.57","4.02","+49.4","6.5","2.93","-0.22","7.46","-1.74","2.41","+0.18","47"
="6807","峰源-KY","84.8","-0.2","-0.24","4","39","+0.77","7.02","-0.97","18","1.8","+10.8","4.61","2.07","+10.2","5.32","6.95","+0.22","11.6","-0.44","7.01","-5.72","52"
="6830","汎銓","143","-1.5","-1.04","5","16.1","+16.2","6.12","+15.4","38","3.13","+14.7","19.5","2.44","+12.5","15.2","7.59","-0.2","11.5","-0.08","5.63","+0.36","59"
="6834","天二科技","31.55","-0.4","-1.25","5","10.1","+2.29","1.74","-25.2","17.1","-0.04","-106","-0.37","0.3","-62.8","2.98","1.76","-2.41","2.34","-3.41","0.4","-0.58","47"
="6835","圓裕","53.6","+0.7","+1.32","6","24.8","-0.68","5.87","+4.79","23.6","2.44","+6.16","9.82","2.29","+13.3","9.24","7.99","+0.07","16","-0.46","3.63","+0.27","50"
="6838","台新藥","35.5","-0.1","-0.28","6","0.17","+113","0.15","+104","89.7","-3.14","+1.7","-1836","-3.36","-2.09","-1968","-42.1","+8.06","-78.1","+18.6","-3.34","+0.38","36"
="6854","錼創科技-KY創","235.5","-14.5","-5.8","5","10.2","+98.1","2.37","+756","23.1","-4.89","+38.4","-47.8","-4.13","+49.2","-40.4","-15.6","+16.3","-18.1","+18.7","-4.28","+7.93","48"
="6861","睿生光電","64.8","0","0","5","18.5","+2.15","5.13","+4.48","27.7","0.72","-28.7","3.89","1.58","-9.95","8.63","8.43","-1.66","26","-11.8","4.79","-1.21","51"
="6862","三集瑞-KY","163","-4","-2.4","3","14.9","+5.18","6.7","+10.1","44.8","4.28","+13.1","28.6","3.66","+9.47","24.5","18","-1.23","33.2","-3.98","8.62","+0.45","74"
="6863","永道-KY","247.5","-3","-1.2","4","22.8","+16.6","6.9","+13","30.3","3.47","+7.74","15.2","3.52","+20.2","16","7.77","+0.12","9.02","+0.22","5.3","+0.45","63"
="6869","雲豹能源","170.5","-4","-2.29","5","47.6","+59.3","9.52","+47.2","20","6.03","+55.7","12.7","5.66","+107","12","8.75","+1.99","20.5","+5.56","5.09","+2.38","57"
="6873","泓德能源","225","-3","-1.32","5","46.5","+34.2","10.5","+53.1","22.6","7.31","+49.9","15.7","5.84","+55.9","12.6","10.2","-1.32","20.4","-2.2","6.87","+1.44","57"
="6885","全福生技","30.55","+0.05","+0.16","5","0.08","-42.9","0.08","-42.9","100","-3.95","-145","-4796","-4.04","-127","-4922","-40.3","-8.54","-41.8","-8.34","-4.53","-1.87","49"
="6890","來億-KY","440","+7.5","+1.73","3","278","+8.31","42.1","+1.8","15.2","19.8","-1.64","7.12","15.6","+14.5","5.76","6.68","+0.34","9.73","+0.44","7.09","+0.9","55"
